Flow Number,Seq,Start TimeStamp,Finish TimeStamp,Protocol,Src IP,Src Port,Dst IP,Dst Port,ICMP ID,Type,ID Sub/Technique,#Attack Messages,#Attack Instances
1,1,1527004543.077098,1527004845.679437,TCP,172.27.224.70,50332,172.27.224.250,502,,P,T0814,1.0,1.0
,2,1527004543.080676,1527004846.068672,TCP,172.27.224.250,502,172.27.224.70,50332,,L,,0.0,0.0
2,3,1527004543.169352,1527004544.630672,TCP,172.27.224.251,57592,172.27.224.250,502,,P,T0814,1.0,1.0
,4,1527004543.179575,1527004544.639480,TCP,172.27.224.250,502,172.27.224.251,57592,,L,,0.0,0.0
3,5,1527004546.069355,1527004547.530746,TCP,172.27.224.251,57593,172.27.224.250,502,,P,T0814,1.0,1.0
,6,1527004546.079615,1527004547.539491,TCP,172.27.224.250,502,172.27.224.251,57593,,L,,0.0,0.0
4,7,1527004548.969409,1527004550.430888,TCP,172.27.224.251,57594,172.27.224.250,502,,P,T0814,1.0,1.0
,8,1527004548.979626,1527004550.439558,TCP,172.27.224.250,502,172.27.224.251,57594,,L,,0.0,0.0
5,9,1527004551.869441,1527004553.320489,TCP,172.27.224.251,57595,172.27.224.250,502,,P,T0814,1.0,1.0
,10,1527004551.879684,1527004553.329533,TCP,172.27.224.250,502,172.27.224.251,57595,,L,,0.0,0.0
6,11,1527004554.759485,1527004556.220826,TCP,172.27.224.251,57596,172.27.224.250,502,,P,T0814,1.0,1.0
,12,1527004554.769789,1527004556.229607,TCP,172.27.224.250,502,172.27.224.251,57596,,L,,0.0,0.0
7,13,1527004557.659576,1527004559.120491,TCP,172.27.224.251,57597,172.27.224.250,502,,P,T0814,1.0,1.0
,14,1527004557.669774,1527004559.129623,TCP,172.27.224.250,502,172.27.224.251,57597,,L,,0.0,0.0
8,15,1527004557.763758,1527008114.022517,UDP,172.27.224.70,50808,255.255.255.255,1947,,P,T0814,1.0,1.0
